English,University of North Texas,TX
Elementary Education,Kutztown University of Pennsylvania,PA
Political Science,College of Charleston,SC
Languages,Vanderbilt University,TN
Biology,Navarro College,TX
Exercise  Sport Science,Kennesaw State University,GA
Mass Communications,University of South Florida,FL
Religious Studies,Arizona State University,AZ
Philosophy,University of North Texas,TX
Writing,University of Florida,FL
,,
Humanities,Victoria College,TX
Chemistry,University of Louisville,KY
Economics,University of South Florida,FL
,,
Computer Science,University of South Carolina Upstate,SC
French,University of Louisville,KY
Education,University of South Florida,FL
Nursing,University of Texas at Tyler,TX
,,
Biology,Schoolcraft College - (ALL),MI
,,
,,
Office Administration,Austin Community College,TX
Political Science,College of Charleston,SC
Computer Science,New York Institute of Technology,NY
English,Austin Community College,TX
Management,University of Maryland University College,MD
Psychology,Modesto Junior College,CA
,,
Criminal Justice,George Mason University,VA
,,
,,
Mathematics,University of Arkansas,AR
Management,Austin Community College,TX
Business,University of Vermont,VT
Geography,Temple University,PA
Mathematics,Hollins University,VA
English,University of Virginia,VA
English,Pasadena City College,CA
World Languages  Literatures,University of Arkansas,AR
Chemistry,Texas Tech University,TX
Management,University of Maryland University College,MD
Nursing,Langara College,BC
Languages,Widener University,PA
Anthropology,University of Alabama,AL
Finance,Metropolitan State University,MN
,,
,,
Sociology,Pennsylvania State University,PA
Chemistry,Reedley College,CA
,,
,,
Illustration,The Ontario College of Art and Design University (OCAD U),ON
Psychology,California State University San Marcos,CA
Psychology,California Baptist University,CA
,,
Business,California Baptist University,CA
Italian,Rutgers - State University of New Jersey,NJ
,,
Health Science,Westminster College,UT
Mathematics,University of Nevada Las Vegas,NV
Computer Information Systems,Whatcom Community College,WA
Science,Kaplan University,IA
Library Science,University of South Florida,FL
,,
Natural Sciences,St. Petersburg College (all campuses),FL
Chemistry,Miami Dade College (all),FL
Health Science,Indiana University of Pennsylvania,PA
Psychology,Brooklyn College,NY
Philosophy,California Baptist University,CA
Education,Westfield State University,MA
Physics,SUNY Rockland Community College,NY
Education,Florida Atlantic University,FL
Education,University of St. Thomas,TX
Math  Statisitics,Sacramento City College,CA
Biology,Framingham State University,MA
Engineering,University of Hartford,CT
,,
,,
Speech,Pasadena City College,CA
Geology,University of Nebraska-Lincoln,NE
Communication Theater Arts  Film,Mesa Community College,AZ
Study Skills,Asheville Buncombe Technical Community College,NC
History,Central Michigan University,MI
Psychology,Framingham State University,MA
Biology,Pratt Community College,KS
Communications,Loyola University Chicago,IL
Mathematics,Mercer University,GA
Theater,Louisiana State University,LA
Computer Science,South Plains College,TX
Art,Sierra College,CA
English,Framingham State University,MA
Music,City College of New York,NY
Sociology,Hunter College,NY
Theater,University of Texas at Austin,TX
Chemistry,Miami Dade College (all),FL
Dance,University of Louisiana at Lafayette,LA
Biology,Miami University,OH
Counseling,Napa Valley College,CA
Music,City College of New York,NY
Music,Chattanooga State Community College,TN
Mathematics,University of Alaska Southeast,AK
Communication,University of Texas at Austin,TX
Environmental Science,University of Kentucky,KY
Leadership,United States Naval Academy,MD
Journalism,Arizona State University,AZ
English,Austin Peay State University,TN
Psychology,Troy University,AL
English,American Public University System (all campuses),WV
,,
English,Glendale Community College,AZ
Psychology,Wayne State University,MI
,,
Sustainability,Arizona State University,AZ
History,Western Carolina University,NC
Economics,Madison Area Technical College,WI
Biology,University of Central Arkansas,AR
Psychology,Amberton University,TX
Psychology,Shawnee State University,OH
Psychology,Kaplan University,NE
English,University of South Alabama,AL
,,
Business,Moraine Valley Community College,IL
Literature,Florida State University,FL
History,Indian River State College,FL
Philosophy,British Columbia Institute of Technology,BC
Philosophy,Saginaw Valley State University,MI
Nursing,NorQuest College,AB
Nursing,Ryerson University,ON
Biology,Franklin Pierce University,NH
,,
Psychology,Laurentian University of Sudbury,ON
English,Arizona State University,AZ
,,
,,
Political Science,Trident Technical College,SC
,,
Education,Northwest Missouri State University,MO
Chemistry,Western Carolina University,NC
Electrical Engineering,South Dakota State University,SD
Religious Studies,California State University Chico,CA
Sociology,University of Florida,FL
,,
,,
Mathematics,Hostos Community College,NY
Sociology,California State University Chico,CA
Cognitive Science,University of California San Diego,CA
Foreign Languages,University of West Florida,FL
Philosophy,Cape Fear Community College,NC
Mathematics,University of Louisiana at Lafayette,LA
,,
Biology,Southcentral Kentucky Community and Technical College,KY
Religious Studies,Kenyon College,OH
Nursing,Missouri Western State University,MO
Management,Central Piedmont Community College,NC
Business,Pacific Lutheran University,WA
Communication,Utah Valley University,UT
Business,Wilmington University,DE
English,University of Alaska Anchorage,AK
English,Rio Salado College,AZ
Accounting,Indiana University-Purdue University Indianapolis,IN
English,Western Kentucky University,KY
African-American Studies,University of Oklahoma,OK
Science,Flagler College,FL
Fine Arts,University of Nebraska-Lincoln,NE
English,Eastern Michigan University,MI
Information Science,Defiance College,OH
Accounting,Central Michigan University,MI
,,
Art,University of Wisconsin - River Falls,WI
Sociology,Arizona State University,AZ
Art,Metropolitan State University of Denver,CO
Biology,Northern Virginia Community College (all campuses),VA
Spanish,College of DuPage,IL
Biology,University of St. Thomas,TX
Education,Kent State University: Stark Regional,OH
English,Liberty University,VA
Women's Studies,University of Georgia,GA
History,Paradise Valley Community College,AZ
,,
Chemistry,Morton College,IL
Business,Humber College,ON
Sociology,Norco College - Riverside CCD,CA
Engineering,University of Texas at Austin,TX
,,
,,
Theater,Southern Methodist University,TX
Finance,New York University,NY
Business,Maine Maritime Academy,ME
Human Services,Metropolitan State University of Denver,CO
Radiological Sciences,Tallahassee Community College,FL
Social Sciences,University of Ottawa,ON
Business Administration,Tennessee State University,TN
Music,Furman University,SC
Psychology,Duke University,NC
Law,Rutgers Law School - Camden,NJ
Philosophy,College of Lake County,IL
Humanities,Pasadena City College,CA
Philosophy,McMaster University,ON
Human Communication,California State University Fullerton,CA
,,
Computer Science,"California State University, Sacramento",CA
Mathematics,Borough of Manhattan Community College,NY
Philosophy,Central Methodist University,MO
Plant  Soil Science,University of California Davis,CA
Communication,Parkland College,IL
English,Oklahoma State University,OK
Law,National University,CA
,,
Sociology,Lehman College,NY
Geography,Arizona State University,AZ
International Relations,University of Southern California,CA
Computer Science,University of Southern California,CA
,,
Criminal Justice,Texas Woman's University,TX
Art,Chemeketa Community College,OR
Law,Rutgers Law School - Camden,NJ
Psychology,California State University Fresno,CA
,,
Physics,University of Texas of the Permian Basin,TX
Marketing,University of Texas at Dallas,TX
Law,Rutgers Law School - Camden,NJ
,,
Fine Arts,Aims Community College,CO
Fine Arts,Utah State University,UT
,,
Chemistry,University Of Illinois at Urbana-Champaign,IL
,,
,,
,,
,,
Sociology,University of Southern California,CA
,,
English,Metropolitan Community College-Penn Valley,MO
Writing,University of Southern California,CA
Social Work,New Mexico State University,NM
Engineering,Ecole de Technologie Superieure,QC
,,
MolecularCellularDev Biology,University of Michigan,MI
,,
Reading,Cabrillo College,CA
Mathematics,NYU Tandon School of Engineering,NY
Writing,Rowan College at Gloucester County,NJ
Human Services,Columbia College,MO
,,
,,
Mathematics,Austin Community College,TX
Chemistry,Colorado College,CO
Business Technology,St. Petersburg College (all campuses),FL
,,
,,
Mathematics,University of Baltimore,MD
Medicine,John Tyler Community College,VA
Psychology,Empire State College,NY
,,
Statistics,John Jay College of Criminal Justice,NY
Health Sciences,Walden University,MN
Business,University of Alabama Huntsville,AL
,,
,,
,,
Economics,Indian River State College,FL
Fine Arts,University of Massachusetts - Dartmouth,MA
Computer Science,Vincennes University,IN
,,
Computer Science,Vincennes University,IN
Philosophy,Ball State University,IN
,,
Psychology,University of Memphis,TN
History,Middle Tennessee State University,TN
Psychology,University of Virginia,VA
Health Science,University of Memphis,TN
History,Middle Tennessee State University,TN
Education,Reinhardt University,GA
Psychology,University of Miami,FL
History,Middle Tennessee State University,TN
,,
Management,Florida International University,FL
Statistics,Tallahassee Community College,FL
Theater,Brooklyn College,NY
Computer Science,East Carolina University,NC
,,
Education,University of Central Florida,FL
Mathematics,Nassau Community College,NY
Sociology,Marywood University,PA
Architecture,The Catholic University of America,DC
Accounting,Clemson University,SC
Architecture,The Catholic University of America,DC
Art History,Prince George's Community College,MD
Philosophy,The Catholic University of America,DC
Statistics,Southern Methodist University,TX
Mathematics,University of Maryland University College,MD
Business Management,Lone Star College (all),TX
Mathematics,University of Maryland University College,MD
Accounting,Eastern Michigan University,MI
Health  Human Performance,Indiana State University,IN
Journalism,Mount Holyoke College,MA
Religion,Huntington University,IN
Geology,University of South Florida,FL
,,
Psychology,University of La Verne,CA
Biology,University of North Georgia - Gainesville,GA
Hospitality,Columbus State Community College,OH
Massage Therapy,Community College of Allegheny County,PA
Writing,Stark State College,OH
Psychology,Stevenson University,MD
,,
Physics,University of Nevada- Reno,NV
English,Canisius College,NY
History,Grand View University,IA
Geology,University of Delaware,DE
Humanities,University of Pittsburgh,PA
Communication,La Salle University,PA
English As A Second Language,Duquesne University,PA
Engineering,Howard Community College,MD
Engineering,Purdue University - College of Technology - New Al,IN
,,
Speech,Jefferson State Community College,AL
Physical Education,Southeast Missouri State University,MO
Biology,South Georgia State College (all campuses),GA
,,
Mathematics,University of Arkansas,AR
Art,City College of New York,NY
Accounting,Virginia Tech,VA
Physical Education,Queensborough Community College,NY
Computer Science,Louisiana State University,LA
,,
Mathematics,United States Naval Academy,MD
Psychology,Orange Coast College,CA
Mass Communication,Louisiana State University,LA
Ecology & Evolutionary Biology,University of Connecticut,CT
Journalism,Washington and Lee University,VA
Public Health,University of South Carolina,SC
,,
Management,McGill University,QC
Communication,Appalachian State University,NC
,,
Biology,University of Illinois at Springfield,IL
Computer Information Technology,Western Kentucky University,KY
Music,Tufts University,MA
,,
Biology,Cedar Valley College,TX
,,
Political Science,Trent University,ON
History,Aurora University,IL
Anthropology,University of Illinois at Springfield,IL
English,Camden County College,NJ
Engineering,University of New Hampshire (all campuses),NH
Biology,Grand Canyon University,AZ
English,Virginia Western Community College,VA
Psychology,Kennesaw State University,GA
,,
Nursing,Southern Illinois University - Edwardsville,IL
Criminal Justice,"California State University, Sacramento",CA
International Studies,Boston University,MA
Languages,Fordham University - Rose Hill,NY
Science,John Jay College of Criminal Justice,NY
,,
Business,Concordia University,QC
Philosophy,Syracuse University,NY
Business,West Virginia University,WV
Biology,McLennan Community College,TX
Chemistry,Cosumnes River College,CA
Accounting,Oklahoma State University,OK
Languages,Florida State University,FL
Political Science,University of North Carolina Wilmington,NC
Music,Oklahoma State University,OK
Geography,University of Nevada- Reno,NV
,,
Communication,DePaul University,IL
Communication,East Tennessee State University,TN
Science,University of Arizona,AZ
Education,University of Texas at San Antonio,TX
Biology,Howard Community College,MD
Business,Arizona State University,AZ
History,University of Arizona,AZ
,,
Education,University of Texas at San Antonio,TX
Education,University of Texas at San Antonio,TX
Child  Youth,Cincinnati State,OH
Education,University of Pittsburgh at Johnstown,PA
International Studies,University of North Carolina Wilmington,NC
,,
Engineering,Florida International University,FL
,,
English,Elgin Community College,IL
English,Eastern Michigan University,MI
Computer Science,California State University Long Beach,CA
,,
Organizational Leadership,Northern Kentucky University,KY
Sociology,Georgia Gwinnett College,GA
History,University of Colorado-Boulder,CO
Architecture,New Jersey Institute of Technology,NJ
,,
Psychology  Neuroscience,University of Colorado-Boulder,CO
Criminal Justice,Cape Fear Community College,NC
Speech,Miami Dade College (all),FL
Liberal Studies,California State University Fullerton,CA
Political Science,Murray State University,KY
Social Work,Nazareth College,NY
,,
Information Systems,"University of Maryland, Baltimore County",MD
Sociology,University of Nevada- Reno,NV
Writing,Portland Community College,OR
English,Onondaga Community College,NY
Psychology,Sewanee: The University of the South,TN
African-American Studies,Missouri State University,MO
Nursing,Montgomery County Community College (all),PA
Art History,Fort Hays State University,KS
Management,University of Missouri - St. Louis,MO
Physical Education,Skyline College,CA
Speech,Valencia College - East and West Campus,FL
Nursing,Florida Southern College,FL
,,
Mathematics,Bucks County Community College,PA
Operations Management,University at Buffalo (SUNY Buffalo),NY
Mathematics,Arizona State University,AZ
Business Law,University of Louisiana at Lafayette,LA
,,
Engineering,University of Ottawa,ON
Counseling,Glendale Community College,AZ
Languages,Stockton University,NJ
Journalism,Ohio University,OH
Economics,Indiana University Bloomington,IN
Computer Science,Carroll University,WI
Science,University of North Carolina at Charlotte,NC
Chemistry,Rowan University,NJ
Business,Tulane University,LA
Management,New York Institute of Technology,NY
Education,University of Nevada- Reno,NV
Business,Point Park University,PA
Mathematics,Pitt Community College,NC
,,
Physics,Del Mar College,TX
Mathematics,The Ohio State University,OH
English,Florida International University,FL
Mathematics,Point Park University,PA
,,
Spanish,Texas A&M University at College Station,TX
Legal Studies,University of Massachusetts,MA
Biology,CUNY Queens College,NY
,,
Sociology,California State University San Marcos,CA
Psychology,The Citadel - The Military College of South Carolina,SC
Mathematics,Northern Virginia Community College (all campuses),VA
Art,Wright State University,OH
Business,Ball State University,IN
,,
Japanese,Florida International University,FL
Art,Mesa Community College,AZ
Science,Washtenaw Community College,MI
History,Georgia State University Perimeter College - Clarkston,GA
Health Science,Grand Valley State University,MI
Psychology,University of South Carolina at Union,SC
,,
Human Development,Oklahoma State University,OK
Computer Science,Bradley University,IL
Sociology,University of Tampa,FL
Philosophy,Lake Michigan College,MI
Sociology,Wayne State University,MI
Biology,Colgate University,NY
English,Utica College,NY
Education,Chattanooga State Community College,TN
Religious Studies,College of William and Mary,VA
Computer Science,Ocean County College,NJ
Biology,Trident Technical College,SC
Sociology,"California State University, Sacramento",CA
English,Virginia Commonwealth University,VA
Biology,Columbia Gorge Community College,OR
Law,Taft College,CA
Biology,Indiana University Bloomington,IN
Psychology,Oakton Community College,IL
English,University of Nevada Las Vegas,NV
Sociology,Saint Louis University,MO
,,
Sociology,Chapman University,CA
Biology,Watkins College of Art and Design,TN
Mathematics,Northeastern University,MA
,,
Government,Cisco College,TX
,,
Marketing,Radford University,VA
Astronomy,Middle Tennessee State University,TN
Political Science,Florida Atlantic University,FL
Environment,John Jay College of Criminal Justice,NY
Religion,Watkins College of Art and Design,TN
Communication,Northampton Community College,PA
English,Indiana University-Purdue University Fort Wayne,IN
Writing,University of Cincinnati,OH
Chemistry,Quinnipiac University,CT
Psychology,Lone Star College (all),TX
Technology,University of Texas at Tyler,TX
,,
Finance,Grand Valley State University,MI
English,Cisco College,TX
Design,Watkins College of Art and Design,TN
Theology,Saint Louis University,MO
Kinesiology,Temple University,PA
Languages,University of Kentucky,KY
Environmental Science,University of Calgary,AB
Marketing,Santa Clara University,CA
History,University of Massachusetts,MA
Psychology,SUNY Oswego,NY
African-American Studies,Hunter College,NY
Engineering,Pennsylvania State University - Erie,PA
Biology,Lehman College,NY
Sociology,University of Georgia,GA
School of Applied Technology,Humber College,ON
Arts  Letters,University of Southern California,CA
Biology,George Mason University,VA
Political Science,Iowa State University,IA
Art History,Texas A&M University at College Station,TX
MathDevelopmental Math,Lone Star College (all),TX
English,Spokane Community College,WA
Neuroscience,University of Texas at Dallas,TX
Psychology,California Baptist University,CA
Accounting,Arizona State University,AZ
Music,Hunter College,NY
Computer Science,Lehigh Carbon Community College,PA
Education,Northern Kentucky University,KY
History,Messiah College,PA
Business,Colorado State University,CO
,,
English,Mesa Community College,AZ
Criminal Justice,Molloy College,NY
Engineering,The University of Western Ontario,ON
Computer Science,University of Victoria,BC
Business,Niagara College of Applied Arts and Technology,ON
Business,University of Rhode Island,RI
Auto Body,Washtenaw Community College,MI
,,
Psychology,College of DuPage,IL
Education,Faulkner University,AL
Philosophy  Religious Studies,Mesa Community College,AZ
Engineering,"California State Polytechnic University, Pomona",CA
Public Health,University of North Carolina at Charlotte,NC
Business,Valdosta State University,GA
Counseling,Santiago Canyon College,CA
Sociology,Binghamton University (SUNY),NY
Biology,Hinds Community College - Rankin,MS
Biological Sciences,Wayne State University,MI
Psychology,Rhodes College,TN
Music,Hinds Community College,MS
Philosophy,The University of Western Ontario,ON
Sociology,Brooklyn College,NY
Art,El Camino College,CA
Languages,Sacred Heart University,CT
Chemistry,Los Medanos College,CA
Business Law,Kwantlen Polytechnic University-Surrey,BC
Film,Queen's University at Kingston,ON
English,"University of Maryland, Baltimore County",MD
Health Science,Ozarks Technical Community College,MO
Anthropology,James Madison University,VA
Nursing,University of Massachusetts - Dartmouth,MA
Education,University of Arkansas at Monticello,AR
History,Queensborough Community College,NY
Business,University of Kansas,KS
,,
English,Cypress College,CA
Criminal Justice,Suffolk County Community College,NY
,,
Engineering,McGill University,QC
Nursing,Holy Family University,PA
Finance,University of Miami,FL
Art History,University of Missouri-Kansas City,MO
Political Science,Delta College,MI
English,University of Central Oklahoma,OK
English Education,Western Carolina University,NC
Theater,Florida Agricultural and Mechanical University,FL
Physics,Hope College,MI
Mathematics,University of Missouri-Kansas City,MO
Chemistry,Truman State University,MO
Education,Indiana University Bloomington,IN
,,
Political Science,Texas Southern University,TX
Theater,Hunter College,NY
Humanities,Essex County College,NJ
Mathematics,Texas A&M University at College Station,TX
Kinesiology,University of Illinois at Chicago,IL
History,Tulane University,LA
Biology,University of Alaska Southeast,AK
Architecture,Texas A&M University at College Station,TX
,,
,,
Engineering,University of North Florida,FL
English,University of New Mexico,NM
,,
Child Development,San Francisco State University,CA
English,Georgia Institute of Technology,GA
Chemistry,Rochester Institute of Technology,NY
Learning Technologies,University of North Texas,TX
Psychology,Western Carolina University,NC
,,
Business,Duquesne University,PA
English,Austin Community College,TX
Women's Studies,University of Wisconsin - Milwaukee,WI
Psychology,Fordham University - Rose Hill,NY
Psychology,Fordham University - Rose Hill,NY
,,
Psychology,Fordham University - Rose Hill,NY
Nursing,College of Staten Island (CUNY - Staten Island),NY
Sociology,Morton College,IL
Science,Tarrant County College (all),TX
English,Santa Barbara City College,CA
Geography,University of British Columbia - Okanagan,BC
Mathematics,Tarrant County College (all),TX
Mathematics,Lone Star College (all),TX
,,
Electrical Engineering,University of Michigan,MI
,,
History,Michigan State University,MI
Philosophy,Western Connecticut State University,CT
Child Development,Santa Rosa Junior College,CA
English,University of Wisconsin - Milwaukee,WI
Biology,Marymount University,VA
,,
Biology,Front Range Community College,CO
Physics,Carson-Newman University,TN
Psychology,University of Michigan,MI
Sociology,Front Range Community College,CO
Health Science,Salem State University,MA
Sociology,Tri-County Technical College,SC
English,Rutgers - State University of New Jersey,NJ
Information Systems,University of Arkansas,AR
Economics,Arizona State University,AZ
English,Lehigh Carbon Community College,PA
Music,Youngstown State University,OH
Biology,Florida Gulf Coast University,FL
Finance,University of Ottawa,ON
Education,El Paso Community College,TX
English,"Gadsden State Community College, Ayers Campus",AL
,,
Statistics,New York University,NY
Mathematics,Joliet Junior College,IL
Human Services,Lone Star College (all),TX
Nursing,City College- Altamonte Springs,FL
,,
Education,Arizona State University,AZ
Computer Science,Palomar College,CA
International Studies,University of Toronto - St. George Campus,ON
Engineering,Grand Valley State University,MI
English,Utah State University,UT
,,
Engineering,The Ohio State University,OH
Social Science,University of Guelph-Humber,ON
Geomorphology  Geochronology,Vanderbilt University,TN
Humanities,Southern New Hampshire University,NH
Accounting,Fordham University - Rose Hill,NY
Criminology,University of Florida,FL
,,
Agriculture,Montana State University,MT
Mathematics,University of Nevada- Reno,NV
Philosophy,University of Arkansas at Fort Smith,AR
Health,Miami Dade College (all),FL
,,
,,
Fine Arts,Indiana University Bloomington,IN
Writing,University of Rochester,NY
Welding,Rock Valley College,IL
Business,University of Alabama,AL
English,Baruch College,NY
Education,University of South Carolina,SC
Management,Canisius College,NY
Communication,Niagara College of Applied Arts and Technology,ON
Economics,Brandeis University,MA
,,
Psychology,Miami University,OH
Economics,University of Texas at Austin,TX
Electrical Engineering,Oregon State University,OR
Computer Science,Florida International University,FL
Spanish,Purdue University - West Lafayette,IN
Accounting,College of DuPage,IL
Physics,University of Waterloo,ON
Business,Salt Lake Community College,UT
Health Management,University of Central Florida,FL
Psychology,Indiana University Bloomington,IN
Mathematics,Pennsylvania State University,PA
,,
Mass Communications,Middle Tennessee State University,TN
Business,University of Washington,WA
,,
English,Harper College,IL
English,Rowan College at Burlington County,NJ
Linguistics,University of Southern Maine,ME
Psychology,San Antonio College,TX
Psychology,New York University,NY
Early Childhood Education,Pima Community College,AZ
Physical Sciences,Texas A&M University at College Station,TX
Art,Cypress College,CA
Communication,Kalamazoo Valley Community College,MI
Religion,Randolph-Macon College,VA
,,
History,University of Minnesota-Twin Cities,MN
Music,University of British Columbia,BC
Chemistry,Cosumnes River College,CA
Education,Capital University,OH
Women's Studies,University of Massachusetts - Dartmouth,MA
Mathematics,Rowan College at Burlington County,NJ
Languages,Bluegrass Community & Technical College,KY
General Studies,Stockton University,NJ
Religion,Duke University,NC
Communication,Indiana University Southeast,IN
Theater,Texas State University,TX
Mech.  Aerospace Engineering,Florida Institute of Technology,FL
Music,Liberty University,VA
Social Work,Indiana University Southeast,IN
Management,Old Dominion University,VA
,,
Political Science,East Los Angeles College,CA
Mathematics,Broward College (all campuses),FL
,,
Business,Montclair State University,NJ
Social Work,Milwaukee Area Technical College,WI
,,
Biology,Purdue University Northwest,IN
English,Chabot College,CA
Engineering,Northwestern University,IL
,,
Biology,Trident Technical College,SC
Writing Studies,University of Minnesota-Twin Cities,MN
,,
,,
Art History,Harding University,AR
,,
,,
Biology,Fairleigh Dickinson University - Metropolitan,NJ
Science,Le Moyne College,NY
,,
Journalism,Indiana University Southeast,IN
History,Chandler-Gilbert Community College,AZ
Engineering,University of Windsor,ON
Social Work,Florida Agricultural and Mechanical University,FL
Mathematics,Indiana State University,IN
Recreation,University of Manitoba,MB
English,University of Wisconsin - Milwaukee,WI
Physics,Wilbur Wright College,IL
Political Science,East Carolina University,NC
English,Waubonsee Community College,IL
English,Fashion Institute of Technology,NY
Communication,University of Connecticut,CT
English,Baruch College,NY
Philosophy,Brigham Young University,UT
,,
Communication,University of Texas at Austin,TX
Philosophy,California State University Dominguez Hills,CA
,,
,,
Social Work,University of Ottawa,ON
,,
Accounting,University of Arkansas,AR
,,
Criminal Justice,Seminole State College,FL
,,
,,
Chemistry,Broward College (all campuses),FL
English As A Second Language,University of Iowa,IA
Kinesiology  Health Studies,Lone Star College (all),TX
,,
Chemistry,Oklahoma State University,OK
Marketing,University of South Carolina,SC
Fine Arts,Skidmore College,NY
Information Technology,Community College of Baltimore County,MD
Chemistry,The Catholic University of America,DC
Mathematics,Oregon State University,OR
Business,Miami Dade College (all),FL
Humanities,Mid Michigan Community-Harrison College,MI
Management,Samford University,AL
Engineering,Saskatchewan Institute of Applied Science and Tech,SK
Reading,Mesa Community College,AZ
Chemistry,Quinnipiac University,CT
,,
Health Science,Kilgore College,TX
Business Administration,Northern Alberta Institute of Technology,AB
,,
Child Development,Pasadena City College,CA
Music,University of Miami,FL
Management,University of Colorado Denver,CO
,,
,,
Biology,Stanly Community College,NC
Communication,Marquette University,WI
,,
University Studies,Grand Canyon University,AZ
Business,Oklahoma State University,OK
Philosophy,University of Edinburgh,EDINBURGH
Management,Oklahoma State University,OK
Psychology,University of Detroit Mercy,MI
English,Northern Virginia Community College (all campuses),VA
,,
Management,College of Southern Nevada (all campuses),NV
Business,Diablo Valley College,CA
Psychology,University of Ottawa,ON
Computer Information Systems,Housatonic Community College,CT
Biomedical,Arizona State University,AZ
Education,Mississippi State University,MS
,,
,,
Health Science,Palm Beach State College (all campuses),FL
Computer Science,Westfield State University,MA
Accounting,University of Arkansas,AR
Criminal Justice,Jacksonville State University,AL
Criminal Justice,Baker College,MI
Health Science,Palm Beach State College (all campuses),FL
,,
Literature,University of Houston,TX
English,Central Piedmont Community College,NC
English,Fordham University - Rose Hill,NY
English  Modern Languages,Longwood University,VA
Communication,Middlesex County College,NJ
Music,Central Piedmont Community College,NC
Political Science,Wichita State University,KS
English,Eastern Florida State College - Melbourne Campus,FL
,,
History,Trident Technical College,SC
Health Science,Longwood University,VA
Psychology,Wilmington University,DE
Physics,University of Wisconsin - Stout,WI
Mathematics,University of Colorado Colorado Springs,CO
History,University of Nebraska Omaha,NE
,,
Finance,Bergen Community College,NJ
Business,Dakota State University,SD
Geography,University of Nebraska Omaha,NE
Accounting,Drexel University,PA
,,
Political Science,Colgate University,NY
Languages,Indian River State College,FL
Business,Northeast Alabama Community College,AL
,,
Accounting,University of South Florida,FL
Electrical Engineering,University of Utah,UT
Education,University of Toledo,OH
English,University of Akron,OH
English,College of Staten Island (CUNY - Staten Island),NY
Biology,Bridgewater College,VA
Nursing,University of Michigan - Flint,MI
Early Childhood Education,Utah Valley University,UT
Chemistry,Marymount University,VA
,,
History,College of DuPage,IL
Mathematics,Kennesaw State University,GA
Geography,University of Florida,FL
Architecture,University of Cincinnati,OH
Physics,Central Connecticut State University,CT
Fine Arts,University of Southampton,HAMPSHIRE
Business,Athens State University,AL
Business,Indiana University Bloomington,IN
Mathematics,Santa Fe College,FL
Religion,Regent University,VA
Mathematics,United States Naval Academy,MD
Computer Science,Macomb Community College (all campuses),MI
,,
Business,Hampton University,VA
Psychology,L.E. Fletcher Technical Community College,LA
,,
Biology,Rio Salado College,AZ
Communication,University of Dayton,OH
,,
Criminal Justice,Florida Agricultural and Mechanical University,FL
Philosophy,Kennesaw State University,GA
Psychology,University of New Orleans,LA
Psychology,South Dakota State University,SD
Mathematics,Loyola University Chicago,IL
Religion,Mercyhurst University,PA
MathDevelopmental Math,Lone Star College (all),TX
Biology,Saint Louis University,MO
Marketing,St. Cloud State University,MN
Neuroscience,Georgia State University,GA
Biology,Emory University,GA
Biology,University of South Florida,FL
History,Lee College,TX
General Education,Eastern Kentucky University,KY
Political Science,Gettysburg College,PA
Mathematics,University Of Toronto,ON
,,
,,
Engineering,University of Oklahoma,OK
Physical Education,Cameron University,OK
,,
,,
Business Administration,Red River College,MB
,,
Physics,Diablo Valley College,CA
Sports Science,University of Central Florida,FL
Physics,Roosevelt University,IL
Philosophy,Le Moyne College,NY
,,
Home  Family Studies,Snow College,UT
Managerial Science,Iowa State University,IA
Physical Education,Kent State University: Stark Regional,OH
Biology,Oakland Community College - Orchard Ridge,MI
Education,James Madison University,VA
,,
Literature,Western Kentucky University,KY
Education,Syracuse University,NY
Philosophy,Duquesne University,PA
,,
Mathematics,Blue Ridge Community College,VA
Political Science,University of Kentucky,KY
Psychology,Florida International University,FL
,,
Film  Television,Berklee College of Music,MA
Earth Science,University of Michigan,MI
Criminal Law,Western New England University,MA
,,
Mathematics,Northern Essex Community College,MA
Communication,University of Utah,UT
Science,University of Texas at Arlington,TX
Psychology,University of New Haven,CT
English,New York City College of Technology,NY
Criminal Justice,Queensborough Community College,NY
Psychology,Alvernia University,PA
English,Stark State College,OH
Computer Science,St. Edward's University,TX
Mathematics,Ozarks Technical Community College,MO
,,
,,
English,Rutgers - State University of New Jersey,NJ
Biology,University of Houston-Clear Lake,TX
Mathematics,Hillsborough Community College (all campuses),FL
,,
Business,Loyola University Chicago,IL
English,Fayetteville Technical Community College,NC
Accounting,Pasadena City College,CA
Accounting,Pasadena City College,CA
,,
Philosophy,Kansas State University,KS
Engineering,Purdue University - College of Technology - New Al,IN
Biology,St. John Fisher College,NY
Chemistry,University of Massachusetts - Dartmouth,MA
Math Science & Engineering,Central New Mexico Community College,NM
,,
Engineering,University of Waterloo,ON
Criminal Justice,University of Arkansas at Little Rock,AR
Engineering,Purdue University - College of Technology - New Al,IN
,,
Business,North Carolina State University,NC
,,
English,Normandale Community College,MN
Law,Georgetown University Law Center,DC
,,
English,Lurleen B. Wallace Community College,AL
English,"California State University, Northridge",CA
Government,Brookhaven College,TX
English,Texas State University,TX
Mathematics,Tallahassee Community College,FL
Mathematics,Charleston Southern University,SC
English,Oakland Community College - Royal Oak,MI
Social Work,Saint Leo University,FL
,,
Environmental Studies,University of San Diego,CA
Economics,Schoolcraft College - (ALL),MI
Park Management,University of Maine,ME
Biology,University of Connecticut Avery Point,CT
Kinesiology,Shenandoah University,VA
Philosophy,Berkeley City College,CA
French Studies,Louisiana State University,LA
